,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,datetaken,datetakengranularity,datetakenunknown,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,url,time,hour
10,53398410397,7702423@N04,4555278aef,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 12:02:52,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53398410397_4555278aef.jpg,2023-12-06 12:02:52,12
11,53399774200,7702423@N04,af1bfb0e97,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 12:06:22,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53399774200_af1bfb0e97.jpg,2023-12-06 12:06:22,12
12,53398409582,7702423@N04,baa0f9a2bf,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 12:12:02,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53398409582_baa0f9a2bf.jpg,2023-12-06 12:12:02,12
13,53399529378,7702423@N04,809dba5621,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 12:12:31,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53399529378_809dba5621.jpg,2023-12-06 12:12:31,12
14,53399772955,7702423@N04,07c1c63bc0,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 12:14:05,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53399772955_07c1c63bc0.jpg,2023-12-06 12:14:05,12
15,53398408757,7702423@N04,b9b36e458d,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 12:15:11,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53398408757_b9b36e458d.jpg,2023-12-06 12:15:11,12
16,53398408677,7702423@N04,f822423fa5,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 12:15:12,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53398408677_f822423fa5.jpg,2023-12-06 12:15:12,12
17,53398408552,7702423@N04,46233331f5,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 12:15:43,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53398408552_46233331f5.jpg,2023-12-06 12:15:43,12
18,53398407377,7702423@N04,31489a9285,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 16:18:22,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53398407377_31489a9285.jpg,2023-12-06 16:18:22,16
19,53399658599,7702423@N04,26886220c7,65535,66,"Fox Squirrels in Ann Arbor at the University of Michigan on December 6th, 2023",1,0,0,2023-12-06 08:59:01,0,0,42.2745,-83.739,16,0,,4984247,1,0,0,0,https://live.staticflickr.com/65535/53399658599_26886220c7.jpg,2023-12-06 08:59:01,8
20,53399044249,62510606@N02,e6b6cb1d2d,65535,66,LINCOLN PARK_20231112_0239_ZFC,1,0,0,2023-11-12 15:56:49,0,0,42.2573,-83.1925,16,0,,4999311,1,0,0,0,https://live.staticflickr.com/65535/53399044249_e6b6cb1d2d.jpg,2023-11-12 15:56:49,15
21,53398579051,7702423@N04,93d620091d,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:43:26,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398579051_93d620091d.jpg,2023-12-10 14:43:26,14
22,53399013795,7702423@N04,8fbc5d8ed6,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:43:32,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53399013795_8fbc5d8ed6.jpg,2023-12-10 14:43:32,14
23,53399013790,7702423@N04,424c6806cb,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:43:26,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53399013790_424c6806cb.jpg,2023-12-10 14:43:26,14
24,53398766208,7702423@N04,c8e23675ed,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:43:32,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398766208_c8e23675ed.jpg,2023-12-10 14:43:32,14
25,53398766138,7702423@N04,729ff6234d,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:43:40,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398766138_729ff6234d.jpg,2023-12-10 14:43:40,14
26,53397648357,7702423@N04,8ed239de4b,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:43:51,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53397648357_8ed239de4b.jpg,2023-12-10 14:43:51,14
27,53398765858,7702423@N04,d5c7087881,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:43:52,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398765858_d5c7087881.jpg,2023-12-10 14:43:52,14
28,53398765813,7702423@N04,5162894041,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:43:53,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398765813_5162894041.jpg,2023-12-10 14:43:53,14
29,53397647792,7702423@N04,d6c4efde50,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:43:57,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53397647792_d6c4efde50.jpg,2023-12-10 14:43:57,14
30,53399012645,7702423@N04,ede080f23a,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:06,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53399012645_ede080f23a.jpg,2023-12-10 14:44:06,14
31,53398765093,7702423@N04,578aba13ae,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:08,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398765093_578aba13ae.jpg,2023-12-10 14:44:08,14
32,53398899404,7702423@N04,9d977afd68,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:14,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398899404_9d977afd68.jpg,2023-12-10 14:44:14,14
33,53398577211,7702423@N04,9f753b05c0,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:17,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398577211_9f753b05c0.jpg,2023-12-10 14:44:17,14
34,53398898844,7702423@N04,f7405f8b7e,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:21,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398898844_f7405f8b7e.jpg,2023-12-10 14:44:21,14
35,53398764083,7702423@N04,300d33c6f6,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:30,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398764083_300d33c6f6.jpg,2023-12-10 14:44:30,14
36,53398576856,7702423@N04,a956310689,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:31,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398576856_a956310689.jpg,2023-12-10 14:44:31,14
37,53399011510,7702423@N04,97252a408b,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:36,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53399011510_97252a408b.jpg,2023-12-10 14:44:36,14
38,53398763263,7702423@N04,0621939d9c,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:46,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398763263_0621939d9c.jpg,2023-12-10 14:44:46,14
39,53398763213,7702423@N04,12da16ea27,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:46,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398763213_12da16ea27.jpg,2023-12-10 14:44:46,14
40,53398897694,7702423@N04,3a9ac531d7,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:47,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398897694_3a9ac531d7.jpg,2023-12-10 14:44:47,14
41,53397645662,7702423@N04,2ee0c0ace2,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:53,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53397645662_2ee0c0ace2.jpg,2023-12-10 14:44:53,14
42,53398897284,7702423@N04,a145d22aaf,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:54,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398897284_a145d22aaf.jpg,2023-12-10 14:44:54,14
43,53398896879,7702423@N04,cdd430559b,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:44:59,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398896879_cdd430559b.jpg,2023-12-10 14:44:59,14
44,53398896559,7702423@N04,0b35b2b372,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:45:04,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398896559_0b35b2b372.jpg,2023-12-10 14:45:04,14
45,53398761423,7702423@N04,aa59160bcb,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:45:19,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398761423_aa59160bcb.jpg,2023-12-10 14:45:19,14
46,53399008975,7702423@N04,c74153fea0,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:45:19,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53399008975_c74153fea0.jpg,2023-12-10 14:45:19,14
47,53398574216,7702423@N04,a8da282281,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:45:21,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398574216_a8da282281.jpg,2023-12-10 14:45:21,14
48,53398760838,7702423@N04,2d317d758f,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:45:35,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398760838_2d317d758f.jpg,2023-12-10 14:45:35,14
49,53398894989,7702423@N04,4132b865ed,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:45:50,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398894989_4132b865ed.jpg,2023-12-10 14:45:50,14
50,53398894789,7702423@N04,21f4bba2c1,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:45:50,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398894789_21f4bba2c1.jpg,2023-12-10 14:45:50,14
51,53397642402,7702423@N04,65e37da1c3,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:46:06,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53397642402_65e37da1c3.jpg,2023-12-10 14:46:06,14
52,53398759668,7702423@N04,4a287fb02f,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:46:20,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398759668_4a287fb02f.jpg,2023-12-10 14:46:20,14
53,53398759673,7702423@N04,7340cf30b5,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:46:09,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398759673_7340cf30b5.jpg,2023-12-10 14:46:09,14
54,53398894249,7702423@N04,f61b3e7a9b,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:46:21,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398894249_f61b3e7a9b.jpg,2023-12-10 14:46:21,14
55,53398572296,7702423@N04,b6c2b0a099,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:46:22,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398572296_b6c2b0a099.jpg,2023-12-10 14:46:22,14
56,53397641747,7702423@N04,cdfcb2b85d,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:46:42,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53397641747_cdfcb2b85d.jpg,2023-12-10 14:46:42,14
57,53398759043,7702423@N04,602cee3c10,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:46:46,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398759043_602cee3c10.jpg,2023-12-10 14:46:46,14
58,53398893654,7702423@N04,7515ff632d,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:46:50,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398893654_7515ff632d.jpg,2023-12-10 14:46:50,14
59,53399006455,7702423@N04,71a0ef0208,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:46:58,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53399006455_71a0ef0208.jpg,2023-12-10 14:46:58,14
60,53397641137,7702423@N04,5d38c336f1,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:47:13,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53397641137_5d38c336f1.jpg,2023-12-10 14:47:13,14
61,53397640912,7702423@N04,0f5f211192,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:47:35,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53397640912_0f5f211192.jpg,2023-12-10 14:47:35,14
62,53399005610,7702423@N04,6894e7acaf,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:47:56,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53399005610_6894e7acaf.jpg,2023-12-10 14:47:56,14
63,53398570776,7702423@N04,473b2a76bc,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:48:07,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398570776_473b2a76bc.jpg,2023-12-10 14:48:07,14
64,53397639522,7702423@N04,0f4b39c83b,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:48:10,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53397639522_0f4b39c83b.jpg,2023-12-10 14:48:10,14
65,53397639452,7702423@N04,d9ee77b669,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:48:21,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53397639452_d9ee77b669.jpg,2023-12-10 14:48:21,14
66,53398569256,7702423@N04,da8ed6c065,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:48:43,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398569256_da8ed6c065.jpg,2023-12-10 14:48:43,14
67,53399003850,7702423@N04,07db0346b4,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:48:56,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53399003850_07db0346b4.jpg,2023-12-10 14:48:56,14
68,53398569066,7702423@N04,26bc9da834,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:48:56,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398569066_26bc9da834.jpg,2023-12-10 14:48:56,14
69,53398568986,7702423@N04,3d3b861c27,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:48:58,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398568986_3d3b861c27.jpg,2023-12-10 14:48:58,14
70,53398756153,7702423@N04,30ac746164,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:49:41,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398756153_30ac746164.jpg,2023-12-10 14:49:41,14
71,53398568461,7702423@N04,5c2f1fb486,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:49:44,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398568461_5c2f1fb486.jpg,2023-12-10 14:49:44,14
72,53398890179,7702423@N04,f270002627,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:49:53,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398890179_f270002627.jpg,2023-12-10 14:49:53,14
73,53398889824,7702423@N04,71ed87f2da,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:51:37,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398889824_71ed87f2da.jpg,2023-12-10 14:51:37,14
74,53398889719,7702423@N04,b30a8b12ac,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:51:38,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398889719_b30a8b12ac.jpg,2023-12-10 14:51:38,14
75,53398567571,7702423@N04,e00e6fc414,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:51:40,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398567571_e00e6fc414.jpg,2023-12-10 14:51:40,14
76,53398889539,7702423@N04,4b28b1e46c,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:51:48,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398889539_4b28b1e46c.jpg,2023-12-10 14:51:48,14
77,53398889509,7702423@N04,636a55fca1,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:51:49,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398889509_636a55fca1.jpg,2023-12-10 14:51:49,14
78,53398888984,7702423@N04,3b02ff5f06,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:52:31,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398888984_3b02ff5f06.jpg,2023-12-10 14:52:31,14
79,53398887964,7702423@N04,dfafbd1171,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:49:31,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398887964_dfafbd1171.jpg,2023-12-10 14:49:31,14
80,53398565331,7702423@N04,7f7478fb78,65535,66,"Ann Arbor Dance Classics Nutcracker 2023 Performance - Sunday December 10th (Milan High School, Michigan)",1,0,0,2023-12-10 14:49:35,0,0,42.0792,-83.7023,16,0,,5001958,1,0,0,0,https://live.staticflickr.com/65535/53398565331_7f7478fb78.jpg,2023-12-10 14:49:35,14
